"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","78","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/T_Table_Lamp.T_Table_Lamp","0","21","3","1","13.573837","0","75"
"/Game/FreeFurniturePack/Materials/M_Old_Table.M_Old_Table","0","21","3","1","10.238368","0","178"
"/Game/FreeFurniturePack/Materials/M_Old_Chair.M_Old_Chair","0","21","4","1","9.833960","0","96"
"/Game/FreeFurniturePack/Materials/M_Chrome.M_Chrome","0","21","7","1","9.930003","0","68"
"/Game/FreeFurniturePack/Materials/M_Modern_Cupboard.M_Modern_Cupboard","0","21","8","1","9.675399","0","60"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Matress_with_Blanket.M_Military_Bed_Matress_with_Blanket","0","21","10","1","10.245685","0","54"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Grid.M_Military_Bed_Grid","0","40","1","1","47.587940","0","148"
"/Game/FreeFurniturePack/Materials/M_Military_Bed.M_Military_Bed","0","21","10","1","9.611355","0","62"
"/Game/FreeFurniturePack/Materials/M_Military_Bed_Matress.M_Military_Bed_Matress","0","21","10","1","9.450448","0","53"
"/Game/FreeFurniturePack/Materials/M_Commode.M_Commode","0","21","10","1","10.414608","0","54"
"/Game/FreeFurniturePack/Materials/M_Classic_table.M_Classic_table","0","21","3","1","10.993195","0","55"
"/Game/FreeFurniturePack/Materials/M_Round_table.M_Round_table","0","21","4","1","9.369648","0","56"
"/Game/FreeFurniturePack/Materials/M_Art_2.M_Art_2","0","21","5","1","10.263351","0","57"
"/Game/FreeFurniturePack/Materials/M_Classic_Picture.M_Classic_Picture","0","21","6","1","10.477851","0","58"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_sofa_2.M_Classic_Leather_sofa_2","0","21","4","1","10.371002","0","53"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_sofa.M_Classic_Leather_sofa","0","21","8","1","9.822372","0","60"
"/Game/FreeFurniturePack/Materials/M_Classic_Leather_armchair.M_Classic_Leather_armchair","0","21","9","1","10.296429","0","61"
"/Game/FreeFurniturePack/Materials/M_Classic_Cupboard.M_Classic_Cupboard","0","12","10","1","5.281151","0","35"
"/Game/FreeFurniturePack/Materials/M_Classic_Commode.M_Classic_Commode","0","21","10","1","10.321348","0","54"
"/Game/FreeFurniturePack/Materials/M_Classic_chair.M_Classic_chair","0","21","3","1","10.433258","0","55"
"/Game/Materials/M_Wardrove.M_Wardrove","0","12","12","1","5.287029","0","17"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDecalMaterial.DefaultDecalMaterial","0","0","6","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_ArmourR_Chronos3.M_Sevarog_ArmourR_Chronos3","0","167","10","1","160.534058","167","4179"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Torso.M_Sevarog_Torso","0","92","5","1","83.878708","92","1323"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Hammer_01.M_Sevarog_Hammer_01","0","167","10","1","176.983582","167","3977"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Chainmail.M_Sevarog_Chainmail","0","105","9","1","96.762871","105","1616"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Back_01.M_Sevarog_Back_01","0","92","12","1","83.606888","92","1387"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_ArmourRuins.M_Sevarog_ArmourRuins","0","167","8","1","166.510254","167","4015"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_invis.M_invis","0","98","10","1","28.452238","0","727"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Maps/BackGroundAssets/M_AssetPlatform.M_AssetPlatform","0","21","4","1","9.044504","0","56"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Maps/BackGroundAssets/HDRSky.HDRSky","0","2","2","1","0.724562","0","2"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Torso_Red.M_Sevarog_Torso_Red","0","92","12","1","87.687042","92","1326"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Hammer_Red.M_Sevarog_Hammer_Red","0","152","6","1","171.904343","152","3608"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Chainmail_Red.M_Sevarog_Chainmail_Red","0","92","10","1","81.474030","92","1292"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Back_Red.M_Sevarog_Back_Red","0","92","3","1","81.860870","92","1283"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Red/Materials/M_Sevarog_Armour_Red2.M_Sevarog_Armour_Red2","0","152","8","1","150.030426","152","3482"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_Torso_Chonos.M_Sevarog_Torso_Chonos","0","92","12","1","84.436752","92","1330"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_Hammer_Chonos.M_Sevarog_Hammer_Chonos","0","167","10","1","181.719757","167","4270"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_Chainmail_Chonos.M_Sevarog_Chainmail_Chonos","0","92","10","1","81.627975","92","1298"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1/Sevarog_Chronos/Materials/M_Sevarog_Back_Chronos.M_Sevarog_Back_Chronos","0","92","3","1","85.422897","92","1215"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskReaperer.M_Sevarog_MaskReaperer","0","167","13","1","161.757568","167","4244"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskReaperChainmail.M_Sevarog_MaskReaperChainmail","0","114","7","1","102.038895","114","1903"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskReaperBack_01.M_Sevarog_MaskReaperBack_01","0","101","9","1","86.457520","101","1500"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskReaperArmorRuins2.M_Sevarog_MaskReaperArmorRuins2","0","114","10","1","93.112595","114","1848"
"/Game/Prefabs/Characters/ParagonSevarog/Characters/Heroes/Sevarog/Skins/Tier_1_5/MaskedReaper/Materials/M_Sevarog_MaskedReaperTorso.M_Sevarog_MaskedReaperTorso","0","101","10","1","90.411469","101","1548"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_Glowing_Part.M_Bed_Lamp_Glowing_Part","0","21","7","1","9.793912","0","59"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_3.M_Bed_Lamp_3","0","21","8","1","9.886013","0","60"
"/Game/FreeFurniturePack/Materials/M_Metall.M_Metall","0","21","9","1","9.527720","0","61"
"/Game/FreeFurniturePack/Materials/MM_Tables_and_Chairs.MM_Tables_and_Chairs","0","21","10","1","10.315463","0","53"
"/Game/FreeFurniturePack/Materials/M_Elegant_chair.M_Elegant_chair","0","21","1","1","10.167056","0","53"
"/Game/FreeFurniturePack/Materials/MM_Modern_Sofa.MM_Modern_Sofa","0","21","10","1","10.528175","0","54"
"/Game/FreeFurniturePack/Materials/MM_Armchair.MM_Armchair","0","21","10","1","42.056889","0","62"
"/Game/FreeFurniturePack/Materials/M_Cupboard_Metall.M_Cupboard_Metall","0","21","4","1","9.998119","0","56"
"/Game/FreeFurniturePack/Materials/M_Coffee_Table.M_Coffee_Table","0","21","5","1","10.233635","0","57"
"/Game/FreeFurniturePack/Materials/M_Bathtub.M_Bathtub","0","21","6","1","10.984540","0","53"
"/Game/FreeFurniturePack/Materials/M_Bed_drawer_plastic.M_Bed_drawer_plastic","0","21","7","1","9.607697","0","59"
"/Game/FreeFurniturePack/Materials/M_Bed_drawer_metall.M_Bed_drawer_metall","0","21","3","1","9.792048","0","55"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_2.M_Bed_Lamp_2","0","21","9","1","9.921283","0","61"
"/Game/FreeFurniturePack/Materials/M_Modern_Table_top.M_Modern_Table_top","0","21","10","1","12.905140","0","53"
"/Game/FreeFurniturePack/Materials/M_Bed_Lamp_1.M_Bed_Lamp_1","0","21","10","1","8.390198","0","62"
"/Game/FreeFurniturePack/Materials/M_TV.M_TV","0","21","2","1","14.846902","0","54"
"/Game/FreeFurniturePack/Materials/M_Toilet.M_Toilet","0","21","10","1","8.747908","0","55"
"/Game/FreeFurniturePack/Materials/M_Picture_frame.M_Picture_frame","0","21","4","1","9.575679","0","56"
"/Game/FreeFurniturePack/Materials/M_Picture.M_Picture","0","21","10","1","9.410758","0","58"
"/Game/FreeFurniturePack/Materials/M_Modern_Table_bottom.M_Modern_Table_bottom","0","21","6","1","40.021175","0","53"
"/Game/FreeFurniturePack/Materials/M_Office_Chair.M_Office_Chair","0","21","7","1","8.782400","0","53"
"/Game/FreeFurniturePack/Materials/M_Modern_Bed_2.M_Modern_Bed_2","0","21","8","1","9.377966","0","60"
"/Game/FreeFurniturePack/Materials/MM_Modern_Bed_pillows.MM_Modern_Bed_pillows","0","21","9","1","10.052851","0","53"
"/Game/FreeFurniturePack/Materials/MM_Modern_Bed.MM_Modern_Bed","0","21","10","1","29.977394","0","53"
